id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2TR7A4ulH9R1PNwMyd8o8U,This Is How We Roll,Luke Bryan,67,2013-01-01,0.555,0.931,8,-2.969,1,0.016,0.0,0.405,0.723,132.085,220907,4
11qh54D0PKkBwelpDxxiEU,Girl Crush,Little Big Town,66,2014-10-21,0.5,0.225,0,-10.22,1,0.842,0.0,0.112,0.355,173.788,193320,3
4Pn0JlCUusD2QHjADuOzuV,Humble And Kind,Tim McGraw,67,2015-01-01,0.355,0.48,11,-7.31,1,0.679,2.28e-06,0.12,0.137,100.956,259267,3
7G6l2FtQyRhQgYgut2I6i8,As Good As I Once Was,Toby Keith,67,2005-01-01,0.68,0.87,5,-4.461,1,0.266,0.0,0.109,0.646,119.075,227840,4
3ODF56f90W3qxDqxHAUi3v,Strawberry Wine,Deana Carter,57,2002-01-01,0.558,0.435,1,-6.812,1,0.302,0.0,0.0351,0.199,122.385,290467,3
0b9djfiuDIMw1zKH6gV74g,Somebody Like You,Keith Urban,66,2002-01-01,0.624,0.84,4,-5.768,1,0.108,0.000546,0.144,0.656,111.02,323040,4
2fDHuS1PTkHBbCWWZF1ph9,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,66,1968-05-01,0.621,0.524,0,-15.269,1,0.0652,0.00199,0.893,0.889,110.586,162653,4
7puxIVNdj5nsBJk43zM3bH,Carrying Your Love With Me,George Strait,66,1997-01-01,0.629,0.479,10,-10.608,1,0.22,0.0,0.0587,0.345,138.231,232427,4
2p07VcUwRZ5sru3mJ0JogS,Why Don't We Just Dance,Josh Turner,65,2010,0.677,0.776,5,-5.933,1,0.42,0.000689,0.0954,0.642,121.834,192800,4
09qzRI951OVkXGCc33gzcT,My Maria,Brooks & Dunn,65,2009-09-08,0.673,0.842,3,-4.627,1,0.06,0.000257,0.178,0.898,125.57,208107,4
5EYWGM3Ns3iYew8ws0FatB,This Kiss,Faith Hill,65,1998-04-10,0.398,0.804,11,-5.559,1,0.175,0.0,0.181,0.709,186.752,194307,4
0alXPC11fIucBFD6qcCE94,Kiss an Angel Good Mornin',Charley Pride,52,2006-05-08,0.684,0.498,4,-10.836,1,0.708,0.0,0.365,0.905,131.855,123133,4
7B1QliUMZv7gSTUGAfMRRD,Live Like You Were Dying,Tim McGraw,66,2004-08-17,0.416,0.546,7,-7.728,1,0.492,0.0,0.0845,0.418,159.929,300333,4
6wycnu8FWXsj68ig7BEot9,Blue Ain't Your Color,Keith Urban,66,2016-05-06,0.69,0.416,7,-7.865,1,0.617,1.37e-06,0.102,0.479,82.45,230600,3
2EoIt9vdgFRNW03u5IvFsQ,Achy Breaky Heart,Billy Ray Cyrus,65,1992,0.8,0.563,9,-10.209,1,0.051,0.0,0.0797,0.961,121.808,203373,4
0ZUo4YjG4saFnEJhdWp9Bt,Before He Cheats,Carrie Underwood,76,2005-11-14,0.519,0.749,6,-3.318,0,0.271,0.0,0.119,0.29,147.905,199947,4
2MiXC2LfpsoeUP5RvMGEQ3,The Night The Lights Went Out In Georgia,Reba McEntire,64,1991-01-01,0.428,0.51,7,-11.695,0,0.52,8.32e-06,0.105,0.393,169.967,257267,4
0p1BcEcYVO3uk4KDf3gzkY,Wanted,Hunter Hayes,63,2011,0.421,0.476,0,-7.692,1,0.268,0.0,0.0816,0.3,169.784,228840,4
5OusUgzHz6Ulb3GZT7WUo5,Watching You,Rodney Atkins,63,2006-07-18,0.625,0.848,2,-4.008,1,0.105,0.0,0.23,0.716,137.993,235427,4
3IvcWWehbBcBR4YZxlGM9R,"I Like It, I Love It",Tim McGraw,65,1995-08-15,0.643,0.961,0,-5.298,1,0.0196,0.0,0.948,0.96,124.027,205707,4
6H7nDglS6xWpRidbhMwI2L,Here You Come Again,Dolly Parton,63,1977-10-03,0.585,0.511,1,-9.37,1,0.647,0.007,0.0392,0.552,105.898,179491,4
6DEaND0SHv3sC11xobZLiy,Take Your Time,Sam Hunt,63,2014-10-27,0.558,0.719,11,-5.603,1,0.101,0.0,0.212,0.483,158.031,243707,4
7Jpclr7tZ6aQXjoKzWXUJV,Don't It Make My Brown Eyes Blue,Crystal Gayle,62,1977-01-01,0.736,0.321,6,-13.474,1,0.799,0.00897,0.0619,0.342,84.928,157653,4
5HJqpDspKDKwQpLjvkcIsD,Burnin' It Down,Jason Aldean,62,2014-10-07,0.681,0.795,6,-6.652,1,0.305,9.41e-06,0.109,0.64,135.939,219160,4
3oyByfBYegVEDwYyqx9pRd,Don't Rock the Jukebox,Alan Jackson,61,1991-04-03,0.641,0.637,7,-10.92,1,0.0495,0.000138,0.267,0.793,147.502,171067,4
0B0y2FImat9j9MJTNRZWfW,Automatic,Miranda Lambert,61,2014-06-02,0.591,0.703,10,-6.211,1,0.0435,2.34e-06,0.145,0.402,95.993,247827,4
2op0kDNARK2VHWHntEeH4g,Just To See You Smile,Tim McGraw,63,1997-06-03,0.492,0.823,6,-8.526,1,0.127,0.0,0.0523,0.702,94.342,215173,4
3lec3CzDPAxsZokPph5w87,"Jesus, Take the Wheel",Carrie Underwood,60,2005-11-14,0.359,0.518,2,-3.537,1,0.665,0.0,0.106,0.135,76.572,226493,4
5YwgJ6lpZ3SiAQwBEpjqey,Rose Garden,Lynn Anderson,60,1971,0.589,0.501,0,-11.665,1,0.168,0.0,0.0741,0.969,131.064,175867,4
6nRvgo4ySezQKD1D7NIqAu,I Will Always Love You,Dolly Parton,60,1974-02-04,0.446,0.142,9,-13.498,1,0.96,0.00114,0.101,0.156,135.724,176093,4
4pFNWAU8e8F32NQkMyLAZi,"Love Without End, Amen",George Strait,60,1990-01-01,0.645,0.442,9,-12.997,1,0.397,0.0,0.121,0.554,88.491,187000,4
4b0XF7CDpJEBAdVHMw7amV,Just Got Started Lovin' You,James Otto,59,2008-04-07,0.705,0.606,7,-7.047,1,0.159,0.00149,0.242,0.876,98.001,234640,4
6CkydK3NOAMScIhViRzXoB,Ain't Nothing 'Bout You,Brooks & Dunn,59,2009-09-08,0.325,0.887,0,-4.199,1,0.144,1.35e-06,0.431,0.705,202.339,199413,4
0w9LJae3sVlZlH2CnxTInF,God Gave Me You,Blake Shelton,59,2011-07-11,0.483,0.844,2,-5.043,1,0.00481,7.29e-05,0.405,0.543,151.977,229533,4
01CnYyPXMFRzOFVQBU8WMb,This One's for the Girls,Martina McBride,58,2003-09-30,0.613,0.801,8,-4.431,1,0.0626,1.15e-05,0.124,0.609,126.966,243160,4
7wIaLkbQzG6HMnE28etnif,I Swear,John Michael Montgomery,58,1994-01-14,0.628,0.496,1,-7.103,1,0.242,1.2e-05,0.147,0.266,85.523,262520,4
15DeqWWQB4dcEWzJg15VrN,Our Song,Taylor Swift,68,2006-10-24,0.668,0.672,2,-4.931,1,0.111,0.0,0.329,0.539,89.011,201107,4
0ElpjZyX8YBiXuYcDC1Ci9,19 Somethin' - Greatest Hits Version,Mark Wills,58,2002-01-01,0.58,0.816,4,-5.165,1,0.132,0.0,0.0776,0.814,89.938,200467,4
3mM14WXoPaLRjjkmxHe99L,Coal Miner's Daughter - Single Version,Loretta Lynn,58,1971-01-04,0.604,0.354,9,-14.07,1,0.836,0.00474,0.103,0.635,137.349,180960,4
6dGWq08LXuIw6T2oUeHECh,Convoy,C.W. McCall,57,1990-01-01,0.68,0.543,5,-14.876,1,0.857,0.000116,0.0881,0.796,111.62,230600,4
6FHXJu99aQAUnivEjPhuUR,I Cross My Heart - Pure Country Soundtrack Version,George Strait,59,1992-01-01,0.526,0.442,3,-10.133,1,0.267,5.49e-05,0.106,0.284,131.055,212000,4
1fmi1hOBtH8xfUiWz4LVtE,That's What I Love About Sunday,Craig Morgan,57,2005-03-08,0.6,0.56,8,-6.311,1,0.479,0.0,0.111,0.417,139.469,201493,4
2wqXQjOmQ9KoBm9Ssgt4Fo,Peter Pan,Kelsea Ballerini,63,2015-05-18,0.514,0.659,1,-6.142,1,0.0284,0.0,0.266,0.463,76.483,200040,4
3JWEMzwpcWCvu4Qw1BIbYi,Act Naturally,Buck Owens,57,2010-08-31,0.552,0.474,7,-6.847,1,0.336,0.0,0.173,0.7,92.156,143693,4
6reuJxDtjebwc9FB6rNpp0,Don't Blink,Kenny Chesney,56,2007-09-11,0.604,0.605,4,-8.516,1,0.115,1.22e-05,0.305,0.647,147.925,285280,4
6iNcyWk5iUEY7P9zeTc5hm,Amazed,Lonestar,56,1995,0.557,0.553,1,-7.954,1,0.247,0.0,0.125,0.253,139.821,239987,4
1LM5zQv5pBKPyO7rm7Uz6U,My Church,Maren Morris,67,2017-03-17,0.517,0.743,9,-4.336,1,0.243,3.36e-06,0.107,0.664,76.979,197931,4
15TITugVC8RrpLctHXOqT8,Daddy Sang Bass,Johnny Cash,55,2002-02-12,0.681,0.638,4,-7.818,1,0.699,0.000629,0.0581,0.677,96.882,140440,4
7MYCBhcWtRSJ7YXTfIHlI8,Big City,Merle Haggard,55,1981,0.707,0.401,4,-14.222,1,0.275,0.000296,0.201,0.602,136.188,179333,4
2KEu2z1f7TakR3KY4jGLzl,High Cotton,Alabama,55,1980,0.661,0.581,5,-9.67,1,0.423,0.0,0.11,0.863,91.11,180320,4
7LimFGKop84KMDutqYaNIF,How Do You Like Me Now?!,Toby Keith,55,2008-01-01,0.64,0.835,0,-4.806,1,0.0726,3.11e-06,0.132,0.704,109.497,205920,4
5cCLKP66G2PJEorzYQVXHR,"Love, Me",Collin Raye,55,1991-08-27,0.686,0.234,0,-12.646,1,0.742,0.0,0.145,0.342,106.581,231507,4
4dqEzdFAYkj1rjYLVDuTlN,Islands In the Stream,Kenny Rogers,54,2003-06-03,0.595,0.473,8,-9.828,1,0.702,0.0,0.0725,0.716,204.016,249293,4
5BYOLEoFD1fWokKncxz7BQ,You Look So Good In Love,George Strait,54,1985-01-01,0.642,0.233,9,-16.568,1,0.435,0.0,0.105,0.333,114.495,193400,3
5g12xHasIIOu6rNGQ933qT,When I Call Your Name,Vince Gill,54,1989-01-01,0.506,0.11,5,-17.615,1,0.35,0.00144,0.139,0.208,70.554,255133,3
3QvOV1QYPPre7gjppKyeON,Pickup Man,Joe Diffie,54,1998-06-09,0.709,0.757,7,-7.006,1,0.434,0.0,0.336,0.852,140.664,216693,4
4H2TRR9FjnnIwxGnIt9stO,Killin' Time,Clint Black,54,2003-09-22,0.714,0.522,7,-9.773,1,0.455,1.02e-05,0.0967,0.69,121.312,168000,4
3gP4z9Muyf51JdDyN91upf,Fightin Side Of Me,Merle Haggard,55,1995-01-01,0.75,0.451,4,-13.355,1,0.512,0.0,0.272,0.743,95.483,174667,4
73xcnqBwjnGwAlrfBomLP3,Every Which Way but Loose - 2009 Remaster,Eddie Rabbitt,53,2009-10-05,0.598,0.483,7,-7.474,1,0.458,7.88e-06,0.36,0.452,130.663,171653,4
4raGevWiW8i1gactXulebp,Mind Your Own Business,Tom Petty,52,2016-10-21,0.568,0.698,9,-4.733,1,0.0459,0.0,0.095,0.872,164.371,148440,4
2s1gKDfyy4wTv5gzZleWUT,Two Dozen Roses,Shenandoah,52,1994,0.695,0.502,4,-12.01,1,0.327,0.0,0.097,0.543,117.083,223613,4
4EDBgrYqYQ6b50yhJWKsHp,Should've Been A Cowboy,Toby Keith,51,1998-10-20,0.579,0.731,7,-5.659,1,0.244,0.0,0.297,0.618,133.582,209867,4
6ANPIv5r3vdWntrmFa6H6M,"Luckenbach, Texas (Back to the Basics of Love) (feat. Willie Nelson)",Willie Nelson,51,2004-03-23,0.684,0.45,7,-10.422,1,0.704,0.00191,0.243,0.639,102.902,200493,4
1p7hfw8melMsCbaaX36C0v,Lost In The Fifties Tonight,Ronnie Milsap,51,1986-02-01,0.492,0.216,5,-16.121,1,0.639,6.53e-05,0.0598,0.145,168.817,258347,3
70TsRbycWfabtevnripyRu,Don't Let Our Love Start Slippin' Away,Vince Gill,50,1995-01-01,0.739,0.717,3,-9.568,1,0.417,0.000918,0.334,0.663,113.234,223533,4
5EPQbU0wk70Btiu9onZR48,Black Sheep,John Anderson,50,1983,0.596,0.626,7,-12.945,1,0.402,0.0,0.0498,0.962,155.556,177693,4
5toaXJWnmQCnGRh8eOrEwE,Have Mercy,The Judds,50,1985-10-30,0.858,0.66,2,-7.953,1,0.231,0.0,0.189,0.933,123.299,203733,4
1jGa3ZVWNhqes22ZoVBfOJ,My Heart Skips A Beat,Buck Owens,49,2010-08-31,0.609,0.569,9,-6.359,1,0.285,0.0,0.0586,0.787,86.583,148320,4
4TMP1aRZUsG8C4HChYtfgC,Hello Darlin' - Single Version,Conway Twitty,49,1978,0.354,0.276,0,-14.999,1,0.745,1.35e-06,0.11,0.427,82.787,145867,3
1EKiQ1InQXuodp4M1idrng,The Good Stuff,Kenny Chesney,49,2009-05-19,0.586,0.675,7,-7.819,1,0.26,0.0,0.144,0.473,143.92,199587,4
50hbhWWZ5b36hC6x7dh4bP,Teddy Bear,Red Sovine,49,1976,0.59,0.398,1,-16.012,1,0.781,0.0,0.0683,0.724,109.634,299747,3
4ON9pkEiboV83FUHkeIxGp,It's Just a Matter of Time,Randy Travis,48,1989-09-26,0.259,0.59,3,-8.343,1,0.472,0.00128,0.135,0.474,201.016,235920,3
1XazlqB4YAtvouCmJPWXlM,Wanna Be That Song,Brett Eldredge,56,2015-09-11,0.518,0.686,9,-4.911,1,0.114,0.0,0.114,0.334,144.065,236227,4
7Fq9RwQxSn3kW85PrDUf0M,Boot Scootin' Boogie,Brooks & Dunn,67,2009-09-08,0.656,0.817,11,-4.296,0,0.22,0.0,0.304,0.862,130.448,198227,4
59kHPbwyyCApYA8RQQEuXm,Chattahoochee,Alan Jackson,69,1992-10-09,0.606,0.706,0,-9.665,1,0.362,0.0,0.16,0.819,174.533,148160,4
1zWZvrk13cL8Sl3VLeG57F,T-Shirt,Thomas Rhett,59,2015-01-01,0.634,0.862,2,-5.337,1,0.0287,0.0,0.0217,0.767,95.989,227693,4
3xdjjKMcMOFgo1eQrfbogM,Wagon Wheel,Darius Rucker,75,2013-01-01,0.537,0.66,9,-7.174,1,0.455,0.0,0.135,0.574,148.096,298373,4
3y4LxiYMgDl4RethdzpmNe,Breathe,Faith Hill,64,1999-11-09,0.529,0.496,7,-9.007,1,0.173,0.0,0.251,0.278,136.859,250547,4
3IvcWWehbBcBR4YZxlGM9R,"I Like It, I Love It",Tim McGraw,65,1995-08-15,0.643,0.961,0,-5.298,1,0.0196,0.0,0.948,0.96,124.027,205707,4
3rXCZRMiMZp0feGcYXpwYX,Cowboy Take Me Away,The Chicks,67,1999-08-27,0.467,0.622,6,-7.255,1,0.365,0.00527,0.0982,0.455,164.418,287267,4
6IEIPevuDocD80PovsX6kN,Gone Country,Alan Jackson,55,1994-06-28,0.673,0.679,7,-7.337,1,0.0875,0.0,0.0752,0.612,125.607,260493,4
7LimFGKop84KMDutqYaNIF,How Do You Like Me Now?!,Toby Keith,55,2008-01-01,0.64,0.835,0,-4.806,1,0.0726,3.11e-06,0.132,0.704,109.497,205920,4
4bVuIlGQBMWS7vIhcx8Ae4,What Hurts The Most,Rascal Flatts,67,2006-01-01,0.537,0.674,5,-5.134,0,0.0088,0.0,0.265,0.33,136.002,214107,4
0yD66650JxhqKbW76C2qCo,Country Girl (Shake It For Me),Luke Bryan,2,2011-08-09,0.645,0.904,2,-4.532,1,0.0293,0.0,0.0834,0.671,105.97,225560,4
6iy4PoAuZBMvtrlDX4VxC7,Check Yes Or No,George Strait,69,1995-09-12,0.708,0.524,5,-12.644,1,0.0551,3.21e-06,0.0371,0.69,111.482,200667,4
4VQOjuDEWZDFSLttDtLRWE,Boot Scootin' Boogie,Whispering Cactus,45,2023-02-03,0.652,0.708,4,-6.116,1,0.34,0.0,0.302,0.911,133.508,153823,4
5oQx6XZyrOOkGbme8DA9GO,Amazed,Lonestar,52,1995,0.56,0.541,1,-7.97,1,0.23,0.0,0.118,0.278,139.76,240000,4
05ZACkzW8YbRq3eFgIfSNB,Springsteen,Eric Church,70,2011-01-01,0.692,0.809,2,-5.935,1,0.1,9.77e-05,0.185,0.927,104.023,263387,4
69j0KoPJuwpnbGWrfn7Yll,Picture (feat. Sheryl Crow),Sheryl Crow,66,2001-11-19,0.692,0.496,7,-7.332,1,0.172,6.42e-06,0.107,0.376,97.945,298960,4
6uvT4Di9ZRBw5cbexZJDts,Highwayman,Johnny Cash,50,2006-09-26,0.675,0.448,11,-13.175,0,0.541,0.0135,0.126,0.441,101.344,182973,4
6iblnklMzUKIXAtjk5lzIy,Whiskey Lullaby (feat. Alison Krauss),Alison Krauss,60,2003-01-01,0.52,0.333,2,-11.508,1,0.816,0.0,0.188,0.198,74.165,259893,4
4TnUKixNWMfajncgdSwFoi,Amarillo By Morning,George Strait,68,1982-01-01,0.606,0.361,9,-16.031,1,0.264,3.39e-05,0.38,0.621,121.059,173467,4
2RXouVEma48BcryWt5yJue,Lawless,Caroline Jones,29,2023-03-10,0.55,0.821,5,-5.571,1,0.00567,0.0,0.0785,0.199,139.934,225640,4
7aftSOGSOpSoIlVAQVBb71,Break Up In A Small Town,Sam Hunt,65,2014-10-27,0.579,0.776,8,-5.365,1,0.0749,0.0,0.239,0.434,136.044,229880,4
5oHHMDcVOmPSFrCgdbHPdb,It's Five O'Clock Somewhere (with Jimmy Buffett),Jimmy Buffett,62,2010-11-19,0.713,0.772,2,-6.69,1,0.208,0.0,0.211,0.88,125.202,230133,4
0ZUo4YjG4saFnEJhdWp9Bt,Before He Cheats,Carrie Underwood,76,2005-11-14,0.519,0.749,6,-3.318,0,0.271,0.0,0.119,0.29,147.905,199947,4
6hr4weuSidHy2LNMw8UVJ2,Like A Wrecking Ball,Eric Church,59,2014-01-01,0.693,0.335,0,-10.863,1,0.338,0.000552,0.118,0.623,136.071,198907,4
1gKSpFpX3poa17WIAyFVsp,"Mammas, Don't Let Your Babies Grow Up to Be Cowboys",Willie Nelson,55,2006-09-26,0.592,0.422,9,-11.549,1,0.614,0.0015,0.158,0.536,94.597,153200,3
0xwPzLmBAYro8BUz7MrtAo,Make You Miss Me,Sam Hunt,61,2014-10-27,0.614,0.472,7,-6.626,1,0.158,0.0,0.111,0.168,146.005,225693,4
1TW1yiQ3oZwqn6cbEiCMk1,Ring Of Fire,Brendon Mac,41,2023-02-24,0.719,0.655,7,-7.085,1,0.01,0.000774,0.292,0.212,103.015,145953,4
0cV4xwUA4ue2deqq4CZFko,I Don't Want This Night To End,Luke Bryan,1,2011-08-09,0.616,0.728,9,-4.02,0,0.0275,0.0,0.228,0.375,111.934,219973,4
1aDoyG4LiKT3o4ZrQK1auW,Smile,Lonestar,38,1999,0.467,0.492,7,-8.908,1,0.234,0.0,0.113,0.156,74.945,213760,4
3JEPfsHlaIfPsB6I8BY4Sl,My Best Friend,Tim McGraw,45,2014-02-04,0.444,0.484,9,-8.311,1,0.12,0.0,0.135,0.263,147.715,279867,4
3b7CDTKB0SRTmQ6ytYi5vZ,Drunk On You,Luke Bryan,1,2011-08-09,0.558,0.872,9,-4.401,1,0.178,0.0,0.173,0.472,143.971,213547,4
7A5CReD6yWe0rrkJym34QI,Do I,Luke Bryan,61,2009-01-01,0.581,0.691,9,-5.33,1,0.257,0.0,0.11,0.299,137.985,239413,4
1wnPcTvlgJLGBO1pe9DQj4,Beautiful Stranger,Toby Keith,0,2015-10-09,0.439,0.383,2,-7.494,1,0.279,0.000613,0.385,0.103,139.937,257133,4
4nZ5Yb95Ku2LHcluQxzeNU,Chattahoochee,Whispering Cactus,46,2023-02-03,0.592,0.923,0,-5.789,1,0.154,0.0,0.259,0.961,172.653,126479,4
3PqpjQPv4ciXBsPBT6rRtm,Strip It Down,Luke Bryan,35,2015-08-07,0.633,0.878,9,-3.571,1,0.379,0.0,0.0746,0.718,137.967,241667,4
3XKbdb9GB6u3hsnUklQTav,Then,Brad Paisley,59,2009-06-30,0.493,0.643,0,-5.19,1,0.512,2.43e-05,0.209,0.3,144.704,321640,4
3Rkk851fZjIsglV2jbBPDd,Humble And Kind,Tim McGraw,0,2015-01-01,0.349,0.486,11,-7.232,1,0.693,1.73e-06,0.122,0.158,101.053,257360,3
5ZManJDV3CexO66nRCkdiV,Break Up with Him,Old Dominion,60,2015-11-06,0.617,0.632,8,-5.381,1,0.0675,0.0,0.108,0.564,151.988,207733,4
5kNe7PE09d6Kvw5pAsx23n,Die A Happy Man,Thomas Rhett,70,2015-01-01,0.595,0.389,2,-9.245,1,0.418,1.39e-06,0.116,0.4,166.052,227427,4
7aftSOGSOpSoIlVAQVBb71,Break Up In A Small Town,Sam Hunt,65,2014-10-27,0.579,0.776,8,-5.365,1,0.0749,0.0,0.239,0.434,136.044,229880,4
6GuyIXoGIaTw1Pg6Ug9enJ,Find Your People,Drew Holcomb & The Neighbors,43,2023-03-08,0.678,0.526,5,-7.292,1,0.329,0.0,0.302,0.492,87.005,194093,4
0ZDArGfb0fQ3sX9nT8L3Vj,Whiskey Lullaby,Alison Krauss,0,2003-06-11,0.508,0.333,11,-11.509,0,0.81,0.0,0.19,0.195,74.458,259893,4
5r00wpsojd4mBYaQFDvni7,Roller Coaster,Luke Bryan,57,2013-01-01,0.602,0.79,8,-4.46,1,0.026,7.43e-05,0.162,0.274,108.008,259080,4
0p1HtkrNYxv0iDfEKwXSTp,Sangria,Blake Shelton,59,2014-09-30,0.646,0.724,9,-6.96,1,0.017,1.39e-06,0.153,0.54,115.984,233480,4
1nVLAEzhBXMJLR5zAl90Nl,Crazy Girl,Eli Young Band,68,2011-01-01,0.366,0.651,4,-3.842,1,0.000415,0.00526,0.271,0.257,151.343,200707,3
3OZVqx1YsqDDkxQ6TnmHtn,Ain't Worth the Whiskey,Cole Swindell,57,2014-02-18,0.432,0.738,2,-3.91,1,0.042,0.0,0.119,0.503,153.712,191907,4
1YWM2rkA6Aqto0v08edz44,Big Green Tractor,Jason Aldean,0,2009,0.616,0.596,4,-5.035,1,0.654,0.0,0.218,0.58,137.077,204200,4
04F0JwSNK3fqILU8vmUDGo,Keep It Safe (feat. Alyssa Bonagura),Alyssa Bonagura,52,2023-01-27,0.705,0.691,11,-4.465,1,0.00178,0.0,0.0959,0.58,125.972,163028,4
1HwAeValR9dJzAf8Erlv3s,Came Here to Forget,Blake Shelton,0,2016-03-08,0.613,0.664,4,-6.835,1,0.334,1.93e-05,0.11,0.513,130.034,220347,4
6zDaopn1sO8WUDTNdV8EdT,Somewhere On A Beach,Dierks Bentley,0,2016-01-19,0.57,0.642,7,-6.396,1,0.000699,0.0,0.0801,0.457,144.019,199893,4
